ac_from,ac_to,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,mbar_region,mbar_city,mbar_registered_channel,mbar_registered_date_time,mbar_a_c_status,mbar_a_c_level,mbar_agent_group,mbar_limit_group,mbar_charge_profile,mbar_credit_dl_ml_yl,mbar_debit_dl_ml_yl,mbar_year_of_birth,mbar_last_modified_date_time,mbar_dormant_date,mbar_re_active_date,mbar_place_of_birth,mbar_account_type_name,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,is_unusual_hour,night_weekend_combo,start_balance_log,balance_change,balance_change_pct,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_recipients_3d,txn_unique_channels_3d,txn_unique_types_3d,txn_is_high_activity_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,txn_night_txns_3d,txn_weekend_txns_3d,user_total_txns_3d,user_total_amount_3d,user_avg_amount_3d,user_median_amount_3d,user_max_amount_3d,user_min_amount_3d,user_unique_recipients_3d,user_unique_channels_3d,user_unique_types_3d,user_total_txns_7d,user_total_amount_7d,user_avg_amount_7d,user_median_amount_7d,user_max_amount_7d,user_min_amount_7d,user_unique_recipients_7d,user_unique_channels_7d,user_unique_types_7d,user_most_used_channel_7d,user_last_used_channel,user_channel_diversity_score_7d,user_most_used_type_7d,user_last_used_type,user_type_diversity_score_7d,user_night_txns_7d,user_weekend_txns_7d,user_peak_hour_txns_7d,user_off_peak_hour_txns_7d,user_avg_start_balance_7d,user_avg_end_balance_7d,user_min_balance_7d,user_max_balance_7d,user_balance_volatility_7d,user_avg_amount_per_recipient_7d,user_max_amount_to_single_recipient_7d,user_recipient_concentration_ratio_7d,user_avg_time_between_txns_7d,user_txn_frequency_score_7d,user_days_since_last_txn,ac_from_id,ac_to_id,trx_channel_id,trx_type_id,mbar_region_id,mbar_city_id,mbar_registered_channel_id,mbar_a_c_status_id,mbar_a_c_level_id,mbar_agent_group_id,mbar_account_type_name_id,txn_unique_channels_3d_id,txn_unique_types_3d_id,user_unique_channels_3d_id,user_unique_types_3d_id,user_unique_channels_7d_id,user_unique_types_7d_id,user_most_used_channel_7d_id,user_last_used_channel_id,user_most_used_type_7d_id,user_last_used_type_id,isolation_forest_prediction,isolation_forest_probability,isolation_forest_score,best_model_used,sampling_strategy_used,_c112,min_distance_to_fraud,cluster_id,cluster_fraud_rate
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),0.25,1200.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,17,3,0,0,1,0,0,0.0,1200.0,4800.0,3,4000.0,1333.333333,2500.0,500.0,1,1,1,0,0,-0.1,2,0,3,0.75,0.25,0.25,0.25,0.25,1,1,1,4,1.0,0.25,0.25,0.25,0.25,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,0,1,3,0.25,1300.25,0.25,2500.25,0.0,0.25,0.25,1.0,33.0,0.857142857,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.435711799,0.258584102,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),7.15,5700.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,19,2,0,0,0,0,0,1.967112357,5700.0,797.2,4,15100.0,3775.0,5100.0,2000.0,1,1,1,0,0,0.509933775,1,0,4,12678.6,3169.65,3557.15,5557.15,7.15,1,1,1,7,13200.05,1885.721429,507.15,5557.15,7.15,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,0,3,4,1885.721429,5142.864286,7.15,8557.15,2189.399321,1885.721429,5557.15,1.0,15.625,1.5,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.435181925,0.260739526,Isolation Forest,Original (No Sampling),#REF!,0.0022409033148667917,0,0.0056
l78l4PZSzecnlvlWJZHs+A==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,399.0,,,API,2024-03-16T10:50:32.000+05:00,Suspended,Level 1,Product for Debit lock,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-05T10:48:43.000+05:00,1/1/1970,1/1/1970,NANKANA SAHIB NANKANA SAHIB,Customer Account,23,6,1,1,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,Payment Gateway,Payment Gateway,0.0,Transfer(C2B),Transfer(C2B),0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.0,3.0,0,17648,635,16,30,,,0,5,1,6,1,0,0,0,0,0,0,14,17,28,34,0,0.449599235,0.202290079,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
entZPveyBg6NZTUjBy06iw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,200.0,,,BIO,2021-02-07T14:44:46.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1998,2024-10-21T12:38:18.000+05:00,1/1/1970,1/1/1970,SAUDI ARAB,Customer Account,8,1,0,0,0,0,0,0.0,0.0,0.0,2,250.0,125.0,150.0,100.0,2,1,1,0,0,0.6,1,1,2,0.0,0.0,0.0,0.0,0.0,2,1,1,2,0.0,0.0,0.0,0.0,0.0,2,1,1,Payment Gateway,Self Care App,0.807692308,Transfer(C2B),Jazz Load (Prepaid top-up),0.785714286,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.2,1.5,0,15360,635,16,30,,,1,0,1,15,1,1,1,1,1,1,1,14,20,28,20,0,0.428965315,0.286073885,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,19431.99,1500.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,0,7,1,1,0,1,1,9.874675955,-1503.29,-0.07,15,40240.0,2682.666667,22720.0,150.0,4,1,3,1,0,-0.440854871,4,3,15,277354.03,18490.26867,20195.97,22902.94,0.0,4,1,3,26,346777.41,13337.59269,18375.74,22902.94,0.0,6,2,4,NEW_JC_APP,NEW_JC_APP,0.963165075,IBFT Outgoing Customer,IBFT Outgoing Customer,0.95483871,0,3,20,6,13337.59269,10084.17923,0.0,22902.94,8859.892224,13337.59269,22902.94,0.724137931,5.357142857,4.142857143,0,22739,485,14,14,,,0,0,1,33,1,1,3,1,3,2,4,12,15,13,16,0,0.452374087,0.191082951,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
uVRCJcKpfm4pW3X/cU8cmQ==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,34188.94,34000.0,,,BIO,2018-09-29T11:51:48.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1976,2025-01-07T10:14:47.000+05:00,1/1/1970,1/1/1970,JHANG JHANG,Customer Account,2,2,0,1,0,1,0,10.43965748,-34046.24,-0.99,17,84208.0,4953.411765,39000.0,1.0,7,1,4,1,0,5.863955919,1,16,17,177762.13,10456.59588,5182.94,42866.94,0.0,7,1,4,41,1190270.21,29030.98073,5179.94,928305.33,0.0,15,4,5,NEW_JC_APP,NEW_JC_APP,0.980652504,Transfer(C2C),Merchant Payment,0.979262673,1,16,35,6,29030.98073,26340.14902,0.0,928306.33,142476.3948,30369.18795,928305.33,0.383333333,1.813559322,12.0,0,20961,485,14,14,,,1,0,1,15,1,1,4,1,4,4,5,12,15,29,22,0,0.450133489,0.200131361,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Pn2BFuMKiMb7pLjOCHU/8A==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,28070.28,10000.0,,,NEW_JC_APP,2024-11-23T19:21:07.000+05:00,Active,Level 1,Product for Freelance Digital Account (FDA),Rule Profile for Freelance Digital Customers (FDA),Charge Profile for L1 Register Customer,0,0,2002,2024-12-06T03:03:29.000+05:00,1/1/1970,1/1/1970,NOWSHERA WARKAN GUJRANWALA,Customer Account,19,6,1,0,0,0,0,10.24246664,-10001.55,-0.35,25,66560.0,2662.4,25000.0,1.0,13,5,5,1,1,2.756009615,2,0,25,286281.42,11451.2568,8181.83,38690.71,9.31,13,5,5,32,363142.35,11348.19844,7942.95,38690.71,9.31,16,5,7,NEW_JC_APP,NEW_JC_APP,0.966121495,Transfer(C2B),Transfer(C2B),0.964864865,0,1,17,15,11348.19844,11871.08438,0.19,41090.71,9495.096576,11600.111,38690.71,0.305555556,4.028571429,5.142857143,0,9996,485,14,14,,,3,0,1,9,1,5,5,5,5,5,7,12,15,28,34,0,0.443782016,0.225826787,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,16492.31,16000.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,14,4,0,0,1,0,0,9.710649491,-16020.11,-0.97,26,73994.0,2845.923077,25000.0,1.0,11,4,4,1,1,4.622077466,9,0,26,467835.47,17993.67192,6146.55,57640.44,0.0,11,4,4,26,467835.47,17993.67192,6146.55,57640.44,0.0,11,4,4,NEW_JC_APP,Payment Gateway,0.969453376,IBFT Outgoing Customer,Online Payment,0.969924812,0,0,16,10,17993.67192,15683.49692,0.0,57640.44,20682.61779,17993.67192,57640.44,0.421052632,1.864864865,12.66666667,0,22739,485,14,14,,,0,0,1,33,1,4,4,4,4,4,4,12,17,13,23,0,0.442746345,0.23002351,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Pn2BFuMKiMb7pLjOCHU/8A==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,30452.43,10000.0,,,NEW_JC_APP,2024-11-23T19:21:07.000+05:00,Active,Level 1,Product for Freelance Digital Account (FDA),Rule Profile for Freelance Digital Customers (FDA),Charge Profile for L1 Register Customer,0,0,2002,2024-12-06T03:03:29.000+05:00,1/1/1970,1/1/1970,NOWSHERA WARKAN GUJRANWALA,Customer Account,13,2,0,0,1,0,0,10.32392107,-10001.55,-0.32,1,11000.0,11000.0,11000.0,11000.0,1,1,1,0,0,-0.090909091,1,0,1,30452.43,30452.43,30452.43,30452.43,30452.43,1,1,1,1,30452.43,30452.43,30452.43,30452.43,30452.43,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.666666667,0,0,0,1,30452.43,19452.43,19452.43,30452.43,0.0,30452.43,30452.43,0.25,7.666666667,2.0,0,9996,485,14,14,,,3,0,1,9,1,1,1,1,1,1,1,12,15,29,35,0,0.439970595,0.241281395,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10286.85,10000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,20,1,0,0,0,0,0,9.23862166,-10013.15,-0.97,3,33000.0,11000.0,15000.0,8000.0,1,1,1,0,0,-0.090909091,1,3,3,34090.78,11363.59333,10347.35,15366.3,8377.13,1,1,1,5,54884.49,10976.898,10390.28,15366.3,8377.13,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.876923077,0,3,2,3,10976.898,363.052,334.2,15366.3,2327.872869,10976.898,15366.3,0.888888889,17.875,1.285714286,0,18955,485,14,14,,,3,0,1,2,1,1,1,1,1,1,1,12,15,13,16,0,0.437527727,0.251201759,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,4870.31,500.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,19,1,0,0,0,0,0,8.490912868,-502.13,-0.1,13,34520.0,2655.384615,12000.0,200.0,6,3,5,1,1,-0.81170336,1,10,13,76068.51,5851.423846,3211.52,18793.57,5.6,6,3,5,34,320905.18,9438.387647,10270.86,75128.59,0.0,12,3,5,NEW_JC_APP,NEW_JC_APP,0.971210838,IBFT Outgoing Customer,IBFT Outgoing Customer,0.965630115,1,10,18,16,9438.387647,8062.898235,0.0,75568.59,12840.567,9989.374839,75128.59,0.512195122,4.125,5.857142857,0,18968,485,14,14,,,3,0,1,15,1,3,5,3,5,3,5,12,15,13,16,0,0.436042524,0.257239082,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,3039.59,3000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,23,4,0,1,0,0,0,8.019477917,-3005.03,-0.98,19,63007.0,3316.157895,7000.0,1.0,8,1,2,1,0,-0.095338613,0,0,19,185249.66,9749.982105,5182.66,53100.0,28.83,8,1,2,28,223558.21,7984.221786,5178.48,53100.0,0.99,11,1,3,NEW_JC_APP,NEW_JC_APP,0.975624257,IBFT Outgoing Customer,IBFT Outgoing Customer,0.970842333,0,7,15,13,7984.221786,4963.6375,0.99,53101.0,11180.33262,7984.221786,53100.0,0.642857143,3.731707317,6.0,0,18955,485,14,14,,,3,0,1,2,1,1,2,1,2,1,3,12,15,13,16,0,0.434288057,0.264376972,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5214.23,5000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,18,5,0,0,0,0,0,8.559146707,-5007.35,-0.96,30,112179.0,3739.3,14500.0,1.0,9,1,3,1,0,0.337148664,2,0,30,333585.28,11119.50933,5255.26,118053.47,0.9,9,1,3,54,722164.9,13373.42407,5281.36,158871.97,0.46,20,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.979131416,0,15,35,19,13373.42407,10096.78074,0.46,158872.97,31093.20457,13373.42407,158871.97,0.627118644,2.586206897,8.428571429,0,3291,485,14,14,,,1,5,1,2,1,1,3,1,3,1,3,12,15,13,16,0,0.433974025,0.265655288,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
entZPveyBg6NZTUjBy06iw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,100.0,,,BIO,2021-02-07T14:44:46.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1998,2024-10-21T12:38:18.000+05:00,1/1/1970,1/1/1970,SAUDI ARAB,Customer Account,3,1,0,1,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,Payment Gateway,Payment Gateway,0.0,Transfer(C2B),Transfer(C2B),0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.0,3.0,0,15360,635,16,30,,,1,0,1,15,1,0,0,0,0,0,0,14,17,28,34,0,0.440773337,0.238024103,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
QAv4sP1sKc1aobK8Z933sA==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,100.0,,,NEW_JC_APP,2023-11-16T15:41:26.000+05:00,Active,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,1997,2024-02-13T19:35:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,12,6,1,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,Payment Gateway,Payment Gateway,0.0,Transfer(C2B),Transfer(C2B),0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.0,3.0,0,10129,635,16,30,,,3,0,1,44,1,0,0,0,0,0,0,14,17,28,34,0,0.437891949,0.249721906,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
CWxfl7I3VmKtMBxMEu3RZg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5.65,2.0,,,API,2024-04-01T12:18:45.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-07-27T00:56:57.000+05:00,1/1/1970,1/1/1970,GOJRA TOBA TEK SINGH,Customer Account,0,7,1,1,0,1,1,1.731655546,-3.55,-0.62,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,9.5,3.0,0,5209,485,14,14,,,0,5,1,33,1,0,0,0,0,0,0,12,15,13,16,0,0.451445026,0.194833892,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,3552.11,3000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,6,1,0,1,0,0,0,8.175297072,-3005.03,-0.84,24,88350.0,3681.25,11500.0,270.0,8,4,5,1,1,-0.185059423,10,13,24,195144.72,8131.03,7960.86,20091.32,10.93,8,4,5,40,459444.16,11486.104,9147.16,75887.93,10.93,10,4,6,NEW_JC_APP,NEW_JC_APP,0.974459725,IBFT Outgoing Customer,Utility Bills Payment,0.966871166,6,13,12,28,11486.104,8923.801,10.93,76757.93,12960.96787,11014.38649,75887.93,0.627906977,3.833333333,6.142857143,0,18968,485,14,14,,,3,0,1,15,1,4,5,4,5,4,6,12,15,13,36,0,0.445583636,0.218531001,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
84b8MtsRbICJBbkqJU6xsg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,50.6,45.0,,,API,2024-01-02T18:46:34.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-09-16T11:02:58.000+05:00,1/1/1970,1/1/1970,KABEER WALA KHANEWAL,Customer Account,5,2,0,1,0,1,0,3.923951577,-47.6,-0.94,4,341.0,85.25,100.0,45.0,3,2,3,0,1,-0.472140762,4,2,4,221.83,55.4575,35.32,151.18,0.0,3,2,3,4,221.83,55.4575,35.32,151.18,0.0,3,2,3,Payment Gateway,Payment Gateway,0.9,Online Payment,Online Payment,0.897727273,2,2,0,4,55.4575,41.7075,0.0,151.18,62.33914836,73.94333333,151.18,0.428571429,6.923076923,3.5,0,3612,485,22,14,,,0,5,1,33,1,2,3,2,3,2,3,14,17,20,23,0,0.441149422,0.236498493,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5647.23,4000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,9,6,1,0,1,0,0,8.638920438,-4006.19,-0.7,38,128096.0,3370.947368,10000.0,1.0,17,1,4,1,0,0.186610042,2,0,38,247913.7,6524.044737,5276.87,58061.58,0.0,17,1,4,58,466150.18,8037.072069,5237.81,129445.38,0.0,25,1,5,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.982188295,0,8,27,31,8037.072069,4914.490345,0.0,129446.38,18000.57818,8101.084737,129445.38,0.52238806,2.318181818,9.571428571,0,3291,485,14,14,,,1,5,1,2,1,1,4,1,4,1,5,12,15,13,16,0,0.439668199,0.24250876,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
dxgQVFPdjbkB87hhQTFRBA==,/QRlt6LP/rXls1Tn2L9dSA==,0,BISP,IBFT Outgoing Customer,27.42,1.0,,,API,2025-06-30T13:25:06.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-07-16T18:11:35.000+05:00,1/1/1970,1/1/1970,GUJAR KHAN RAWALPINDI,Customer Account,20,3,0,0,0,0,0,3.311272673,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,NEW_JC_APP,NEW_JC_APP,0.974212034,Transfer(C2C),Transfer(C2C),0.974212034,0,0,0,0,,,0.0,0.0,,,0.0,0.217391304,0.244444444,46.0,0,15041,485,4,14,,,0,5,1,33,1,0,0,0,0,0,0,12,15,29,35,0,0.438127623,0.248764493,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
N4UDK5GC82tT0Ca3U9cnRw==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,3373.65,3300.0,,,API,2023-07-19T11:49:22.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2023-07-19T12:52:39.000+05:00,1/1/1970,1/1/1970,LAHORE,Customer Account,13,6,1,0,1,0,0,8.123750523,-3306.38,-0.98,14,26950.0,1925.0,7000.0,100.0,8,3,3,1,1,0.714285714,6,0,14,48185.24,3441.802857,2108.89,10013.43,186.23,8,3,3,33,93896.11,2845.336667,1731.55,13549.18,0.0,10,3,3,Payment Gateway,Payment Gateway,0.96809681,Online Payment,Online Payment,0.96809681,3,5,12,21,2845.336667,1033.122424,0.0,13549.18,3147.351228,2915.880323,13549.18,0.205128205,4.315789474,5.571428571,0,9016,485,22,14,,,0,0,1,33,1,3,3,3,3,3,3,14,17,20,23,0,0.43675581,0.254339013,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
CWxfl7I3VmKtMBxMEu3RZg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5992.87,5.0,,,API,2024-04-01T12:18:45.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-07-27T00:56:57.000+05:00,1/1/1970,1/1/1970,GOJRA TOBA TEK SINGH,Customer Account,19,4,0,0,0,0,0,8.698325707,-6.55,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,Transfer(C2B),0.857142857,0,0,0,0,,,0.0,0.0,,,0.0,0.555555556,0.25,9.0,0,5209,485,14,14,,,0,5,1,33,1,0,0,0,0,0,0,12,15,13,34,0,0.436391941,0.255818291,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
/ZX0+tDc0XJHafFB6P/fNw==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,18873.28,18360.0,,,API,2025-06-23T17:18:49.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-06-24T17:41:36.000+05:00,1/1/1970,1/1/1970,SHEIKHUPURA SHEIKHUPURA,Customer Account,11,1,0,0,1,0,0,9.845502444,-18361.55,-0.97,8,28650.0,3581.25,10700.0,100.0,7,1,2,0,0,4.126701571,2,3,8,79918.39,9989.79875,2746.25,64827.03,81.91,7,1,2,18,133071.75,7392.875,2049.5,64827.03,0.0,15,3,4,NEW_JC_APP,NEW_JC_APP,0.943333333,Transfer(C2C),Transfer(C2C),0.932291667,0,3,5,13,7392.875,9261.819444,0.0,75527.03,15225.21886,6842.986471,64827.03,0.136363636,7.80952381,3.142857143,0,540,485,14,14,,,0,0,1,33,1,1,2,1,2,3,4,12,15,29,35,0,0.435952109,0.257606767,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
